date,temperature,humidity,luminosity
2019-12-04 14:55:52.686,22.7,27.2,302
2019-12-04 14:55:54.959,22.7,27.1,300
2019-12-04 14:55:57.236,22.7,27.2,302
2019-12-04 14:55:59.514,22.7,27.2,302
2019-12-04 14:56:01.787,22.7,27.2,302
2019-12-04 14:56:04.064,22.7,27.2,291
2019-12-04 14:56:06.337,22.7,27.2,307
2019-12-04 14:56:08.615,22.7,27.2,307
2019-12-04 14:56:10.892,22.7,27.2,307
2019-12-04 14:56:13.166,22.7,27.2,305
2019-12-04 14:56:15.443,22.7,27.2,305
2019-12-04 14:56:17.720,22.7,27.3,305
2019-12-04 14:56:19.994,22.7,27.3,305
2019-12-04 14:56:22.271,22.7,27.4,307
2019-12-04 14:56:24.545,22.7,27.4,302
2019-12-04 14:56:26.822,22.7,27.4,302
2019-12-04 14:56:29.099,22.7,27.3,305
2019-12-04 14:56:31.373,22.7,27.2,305
2019-12-04 14:56:33.650,22.7,27.2,310
2019-12-04 14:56:35.927,22.7,27.2,305
2019-12-04 14:56:38.201,22.7,27.2,305
2019-12-04 14:56:40.478,22.7,27.1,305
2019-12-04 14:56:42.755,22.7,27.1,305
2019-12-04 14:56:45.028,22.7,27.2,305
2019-12-04 14:56:47.305,22.7,27.2,305
2019-12-04 14:56:49.584,22.7,27.2,305
2019-12-04 14:56:51.857,22.7,27.2,307
